Úvod do financí [NMFM104, přednáška]	8/43/43	1,38:0,74	-
Úvod do kryptografie [NDMI100, přednáška]	08/31/31	1,13:0,35	-
Úvod do kvantové mechaniky [NOFY027, cvičení]	25/98/98	1,20:0,50	-
Úvod do kvantové mechaniky [NOFY027, přednáška]	21/98/98	1,14:0,48	-
Úvod do optimalizace [NMSA336, cvičení]	11/45/45	1,73:1,10	-
Úvod do optimalizace [NMSA336, přednáška]	10/45/45	1,80:1,14	-
Úvod do řešení problémů kombinatorických, mat. i jiných (IPS) II [NDMI051, cvičení]	13/126/42	1,08:0,28	-
Úvod do softwarového inženýrství [NSWI041, cvičení]	06/25/25	2,33:1,37	-
 	Počet	Předmět	Vyučující
Úvod do softwarového inženýrství [NSWI041, přednáška]	07/25/25	2,43:1,27	-
Úvod do UNIXu [NSWI095, cvičení]	48/202/204	1,94:0,93	-
Úvod do UNIXu [NSWI095, přednáška]	37/201/204	2,11:0,99	-
Veřejné finance [NMFM306, přednáška]	05/16/16	2,80:1,48	-
Vybrané partie z funkcionální analýzy [NMMA342, cvičení]	8/34/34	1,88:1,46	-
Vybrané partie z funkcionální analýzy [NMMA342, přednáška]	12/34/34	1,58:0,90	-
Vývoj vysoce výkonného software [NPRG054, cvičení]	05/21/21	1,40:0,55	-
Vývoj vysoce výkonného software [NPRG054, přednáška]	05/21/21	1,20:0,45	-
Základy aritmetiky a algebry II [NMUM206, cvičení]	8/39/39	1,63:0,74	-
Základy aritmetiky a algebry II [NMUM206, přednáška]	9/39/39	1,89:0,78	-
Základy kombinatoriky a teorie grafů [NMIN331, cvičení]	05/23/23	2,60:1,67	-
Základy kombinatoriky a teorie grafů [NMIN331, přednáška]	5/46/23	2,20:1,10	-
Základy matematického modelování [NMFM310, cvičení]	05/14/14	1,20:0,45	-
Základy matematického modelování [NMFM310, přednáška]	05/14/14	1,40:0,55	-
Základy rovinné geometrie [NMUM106, cvičení]	9/55/61	2,44:1,13	-
Základy rovinné geometrie [NMUM106, přednáška]	9/55/61	2,33:1,00	-
Životní pojištění 2 [NMFM406, přednáška]	08/17/17	1,63:0,92	-
Životní pojištění 2, cvičení [NMFM416, cvičení]	05/18/18	1,40:0,55	-
